Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Egz
Vardas386           Pavarde386          8    3    10   5    2    7    6    3    8    3    1    
Vardas387           Pavarde387          2    10   4    3    1    7    5    9    3    9    7    
Vardas388           Pavarde388          10   9    3    2    9    10   7    7    8    7    1    
Vardas389           Pavarde389          3    3    5    7    7    2    7    5    9    9    10   
Vardas390           Pavarde390          6    1    3    3    2    6    7    1    6    10   3    
Vardas391           Pavarde391          9    8    5    10   4    4    5    10   5    9    4    
Vardas392           Pavarde392          6    4    8    10   2    2    4    3    1    8    2    
Vardas393           Pavarde393          2    3    2    4    8    7    9    4    2    2    9    
Vardas394           Pavarde394          5    2    1    1    3    8    10   4    1    1    9    
Vardas395           Pavarde395          1    9    8    3    8    9    3    4    3    3    5    
Vardas396           Pavarde396          9    3    8    1    3    5    5    5    4    10   4    
Vardas397           Pavarde397          10   6    2    7    5    8    8    7    2    9    8    
Vardas398           Pavarde398          8    2    7    2    5    7    4    6    4    8    7    
Vardas399           Pavarde399          9    9    3    5    6    10   2    10   2    2    9    
Vardas400           Pavarde400          7    10   6    10   1    6    2    1    6    6    7    
Vardas401           Pavarde401          1    8    5    3    3    7    2    4    3    8    5    
Vardas402           Pavarde402          1    4    2    1    4    10   6    2    4    10   10   
Vardas403           Pavarde403          10   4    3    6    4    3    7    9    5    8    7    
Vardas404           Pavarde404          5    5    5    3    10   10   5    10   9    8    5    
Vardas405           Pavarde405          9    1    10   5    9    8    8    3    1    9    6    
Vardas406           Pavarde406          10   10   8    3    8    3    8    3    9    9    10   
Vardas407           Pavarde407          7    4    2    3    3    1    3    8    3    8    10   
Vardas408           Pavarde408          7    2    3    2    2    8    7    9    6    3    7    
Vardas409           Pavarde409          7    9    1    2    5    3    9    1    7    4    9    
Vardas410           Pavarde410          1    7    8    2    3    4    9    5    6    6    1    
Vardas411           Pavarde411          5    1    9    10   6    9    8    1    10   2    5    
Vardas412           Pavarde412          9    9    8    10   5    8    3    1    3    6    6    
Vardas413           Pavarde413          4    8    5    8    4    8    10   5    9    9    4    
Vardas414           Pavarde414          8    6    1    6    2    5    6    10   5    10   4    
Vardas415           Pavarde415          2    4    6    2    6    1    3    7    10   7    10   
Vardas416           Pavarde416          7    9    1    5    4    5    9    4    1    1    9    
Vardas417           Pavarde417          5    2    3    10   8    1    10   7    3    10   9    
Vardas418           Pavarde418          4    3    7    7    4    9    9    6    9    1    8    
Vardas419           Pavarde419          2    6    2    1    6    2    7    3    5    9    10   
Vardas420           Pavarde420          5    8    6    5    6    3    3    9    4    9    9    
Vardas421           Pavarde421          1    10   8    3    1    5    7    5    3    5    9    
Vardas422           Pavarde422          5    2    7    2    6    4    4    3    8    4    4    
Vardas423           Pavarde423          6    8    8    1    6    1    2    4    3    6    4    
Vardas424           Pavarde424          5    1    10   2    7    2    8    4    10   8    8    
Vardas425           Pavarde425          9    1    5    5    3    5    8    10   9    1    5    
Vardas426           Pavarde426          5    1    4    6    4    6    6    6    6    6    9    
Vardas427           Pavarde427          7    2    4    6    4    5    8    2    10   9    7    
Vardas428           Pavarde428          8    10   5    6    6    5    8    8    1    6    2    
Vardas429           Pavarde429          6    10   1    10   8    2    4    8    3    10   5    
Vardas430           Pavarde430          5    10   4    1    10   2    1    2    4    3    10   
Vardas431           Pavarde431          10   2    4    5    10   1    4    9    8    1    1    
Vardas432           Pavarde432          6    4    9    9    5    8    10   3    6    10   8    
Vardas433           Pavarde433          3    7    2    3    10   5    6    8    10   3    9    
Vardas434           Pavarde434          9    9    9    10   1    1    1    8    2    3    1    
Vardas435           Pavarde435          9    10   9    1    9    8    3    3    9    8    5    
Vardas436           Pavarde436          6    3    1    1    7    1    8    2    4    2    1    
Vardas437           Pavarde437          8    6    9    9    7    1    3    8    10   1    2    
Vardas438           Pavarde438          5    7    8    8    5    7    10   9    7    2    5    
Vardas439           Pavarde439          3    9    6    5    7    5    4    7    7    3    5    
Vardas440           Pavarde440          2    9    6    8    3    3    10   4    6    4    6    
Vardas441           Pavarde441          1    7    6    10   4    4    9    4    9    7    6    
Vardas442           Pavarde442          1    5    3    7    3    2    8    5    7    1    7    
Vardas443           Pavarde443          5    4    8    5    9    9    5    5    10   5    3    
Vardas444           Pavarde444          7    10   3    1    7    7    4    3    10   7    4    
Vardas445           Pavarde445          4    10   7    7    8    9    4    3    2    4    10   
Vardas446           Pavarde446          2    4    2    7    10   9    6    6    7    3    8    
Vardas447           Pavarde447          9    3    10   5    4    1    8    2    1    3    1    
Vardas448           Pavarde448          7    8    7    6    7    3    10   4    6    10   1    
Vardas449           Pavarde449          9    9    8    7    10   9    3    9    5    2    9    
Vardas450           Pavarde450          1    9    8    8    4    1    6    2    8    10   8    
Vardas451           Pavarde451          3    6    4    6    3    5    4    3    9    1    1    
Vardas452           Pavarde452          6    10   4    6    3    1    3    3    4    7    1    
Vardas453           Pavarde453          9    5    1    3    6    10   7    6    9    3    1    
Vardas454           Pavarde454          9    10   2    5    7    2    9    6    10   5    7    
Vardas455           Pavarde455          8    2    3    5    9    4    3    2    8    10   6    
Vardas456           Pavarde456          7    8    7    7    1    2    8    8    8    5    10   
Vardas457           Pavarde457          2    9    10   1    7    4    5    3    5    1    7    
Vardas458           Pavarde458          2    4    1    1    7    5    2    3    1    3    4    
Vardas459           Pavarde459          10   9    2    9    4    6    10   3    9    4    5    
Vardas460           Pavarde460          9    4    5    3    3    1    5    5    6    4    4    
Vardas461           Pavarde461          7    7    6    2    7    10   9    4    6    8    5    
Vardas462           Pavarde462          1    5    10   3    5    3    10   8    9    7    3    
Vardas463           Pavarde463          8    7    3    8    2    7    1    8    10   7    9    
